name,body_part,target,equipment,gif_url,image
"bench hip extension","upper legs","glutes","body weight","videos/0130-u27Kcdz.gif","images/0130-u27Kcdz.jpg"
"bench pull-ups","back","lats","body weight","videos/3019-mExgrF9.gif","images/3019-mExgrF9.jpg"
"bent knee lying twist (male)","upper legs","glutes","body weight","videos/3639-6sYyrRX.gif","images/3639-6sYyrRX.jpg"
"biceps leg concentration curl","upper arms","biceps","body weight","videos/1770-sJFIDIp.gif","images/1770-sJFIDIp.jpg"
"biceps narrow pull-ups","upper arms","biceps","body weight","videos/0139-50BETrz.gif","images/0139-50BETrz.jpg"
"biceps pull-up","upper arms","biceps","body weight","videos/0140-guT8YnS.gif","images/0140-guT8YnS.jpg"
"body-up","upper arms","triceps","body weight","videos/0137-U6G2gk9.gif","images/0137-U6G2gk9.jpg"
"bodyweight drop jump squat","upper legs","glutes","body weight","videos/3543-wfotm7S.gif","images/3543-wfotm7S.jpg"
"bodyweight incline side plank","waist","abs","body weight","videos/3544-5VXmnV5.gif","images/3544-5VXmnV5.jpg"
"bodyweight kneeling triceps extension","upper arms","triceps","body weight","videos/1771-s0HKO2I.gif","images/1771-s0HKO2I.jpg"
"bodyweight side lying biceps curl","upper arms","biceps","body weight","videos/1769-gscGLOU.gif","images/1769-gscGLOU.jpg"
"bodyweight squatting row","back","upper back","body weight","videos/3168-3xK09Sk.gif","images/3168-3xK09Sk.jpg"
"bodyweight squatting row (with towel)","back","upper back","body weight","videos/3167-BReCuOn.gif","images/3167-BReCuOn.jpg"
"bodyweight standing calf raise","lower legs","calves","body weight","videos/1373-bJYHBIN.gif","images/1373-bJYHBIN.jpg"
"bodyweight standing close-grip one arm row","back","upper back","body weight","videos/3156-v2DfH14.gif","images/3156-v2DfH14.jpg"
"bodyweight standing close-grip row","back","upper back","body weight","videos/3158-tig3PXb.gif","images/3158-tig3PXb.jpg"
"bodyweight standing one arm row","back","upper back","body weight","videos/3162-xbkPfaw.gif","images/3162-xbkPfaw.jpg"
"bodyweight standing one arm row (with towel)","back","upper back","body weight","videos/3161-O4oIqQD.gif","images/3161-O4oIqQD.jpg"
"bodyweight standing row","back","upper back","body weight","videos/3166-wd4ds3s.gif","images/3166-wd4ds3s.jpg"
"bodyweight standing row (with towel)","back","upper back","body weight","videos/3165-uTv34oq.gif","images/3165-uTv34oq.jpg"
"bottoms-up","waist","abs","body weight","videos/0138-CI6baTY.gif","images/0138-CI6baTY.jpg"
"box jump down with one leg stabilization","lower legs","calves","body weight","videos/1374-iPm26QU.gif","images/1374-iPm26QU.jpg"
"bridge - mountain climber (cross body)","waist","abs","body weight","videos/2466-9c6T1YX.gif","images/2466-9c6T1YX.jpg"
"burpee","cardio","cardiovascular system","body weight","videos/1160-dK9394r.gif","images/1160-dK9394r.jpg"
"butt-ups","waist","abs","body weight","videos/0870-qcNN2FN.gif","images/0870-qcNN2FN.jpg"
"butterfly yoga pose","upper legs","adductors","body weight","videos/1494-bWlZvXh.gif","images/1494-bWlZvXh.jpg"
"cable alternate shoulder press","shoulders","delts","cable","videos/0148-KHPZL0b.gif","images/0148-KHPZL0b.jpg"
"cable alternate triceps extension","upper arms","triceps","cable","videos/0149-Gchi5Tr.gif","images/0149-Gchi5Tr.jpg"
"cable assisted inverse leg curl","upper legs","hamstrings","cable","videos/3235-zHEpuuc.gif","images/3235-zHEpuuc.jpg"
"cable bar lateral pulldown","back","lats","cable","videos/0150-eYnzaCm.gif","images/0150-eYnzaCm.jpg"
"cable bench press","chest","pectorals","cable","videos/0151-7xI5MXA.gif","images/0151-7xI5MXA.jpg"
"cable close grip curl","upper arms","biceps","cable","videos/1630-BCGQ6J5.gif","images/1630-BCGQ6J5.jpg"
"cable concentration curl","upper arms","biceps","cable","videos/1631-NvfE43H.gif","images/1631-NvfE43H.jpg"
"cable concentration extension (on knee)","upper arms","triceps","cable","videos/0152-Db7eEgw.gif","images/0152-Db7eEgw.jpg"
"cable cross-over lateral pulldown","back","lats","cable","videos/0153-OQ1otBN.gif","images/0153-OQ1otBN.jpg"
"cable cross-over revers fly","shoulders","delts","cable","videos/0154-aqvSOQE.gif","images/0154-aqvSOQE.jpg"
"cable cross-over variation","chest","pectorals","cable","videos/0155-0CXGHya.gif","images/0155-0CXGHya.jpg"
"cable curl","upper arms","biceps","cable","videos/0868-G08RZcQ.gif","images/0868-G08RZcQ.jpg"
"cable deadlift","upper legs","glutes","cable","videos/0157-eGDudUV.gif","images/0157-eGDudUV.jpg"
"cable decline fly","chest","pectorals","cable","videos/0158-7saC5zz.gif","images/0158-7saC5zz.jpg"
"cable decline one arm press","chest","pectorals","cable","videos/1260-KHGNa16.gif","images/1260-KHGNa16.jpg"
"cable decline press","chest","pectorals","cable","videos/1261-2Pya1cP.gif","images/1261-2Pya1cP.jpg"
"cable decline seated wide-grip row","back","upper back","cable","videos/0159-kesXOpB.gif","images/0159-kesXOpB.jpg"
"cable drag curl","upper arms","biceps","cable","videos/1632-dXz8zjF.gif","images/1632-dXz8zjF.jpg"
"cable floor seated wide-grip row","back","upper back","cable","videos/0160-veXwo0D.gif","images/0160-veXwo0D.jpg"
"cable forward raise","shoulders","delts","cable","videos/0161-hvHhCv8.gif","images/0161-hvHhCv8.jpg"
"cable front raise","shoulders","delts","cable","videos/0162-u2X71Np.gif","images/0162-u2X71Np.jpg"
"cable front shoulder raise","shoulders","delts","cable","videos/0164-mTT3KLn.gif","images/0164-mTT3KLn.jpg"
"cable hammer curl (with rope)","upper arms","biceps","cable","videos/0165-HPlPoQA.gif","images/0165-HPlPoQA.jpg"
"cable high pulley overhead tricep extension","upper arms","triceps","cable","videos/1722-1xHyxys.gif","images/1722-1xHyxys.jpg"
"cable high row (kneeling)","back","upper back","cable","videos/0167-ZSJNetl.gif","images/0167-ZSJNetl.jpg"
"cable hip adduction","upper legs","adductors","cable","videos/0168-hBGWILP.gif","images/0168-hBGWILP.jpg"
"cable incline bench press","chest","pectorals","cable","videos/0169-Vh0GsK4.gif","images/0169-Vh0GsK4.jpg"
"cable incline bench row","back","upper back","cable","videos/1318-yaMIo4D.gif","images/1318-yaMIo4D.jpg"
"cable incline fly","chest","pectorals","cable","videos/0171-tBWXbIT.gif","images/0171-tBWXbIT.jpg"
"cable incline fly (on stability ball)","chest","pectorals","cable","videos/0170-27NNGFr.gif","images/0170-27NNGFr.jpg"
"cable incline pushdown","back","lats","cable","videos/0172-1PK5Uo3.gif","images/0172-1PK5Uo3.jpg"
"cable incline triceps extension","upper arms","triceps","cable","videos/0173-Hx1WC8I.gif","images/0173-Hx1WC8I.jpg"
"cable judo flip","waist","abs","cable","videos/0174-MvQPqVW.gif","images/0174-MvQPqVW.jpg"
"cable kickback","upper arms","triceps","cable","videos/0860-HEJ6DIX.gif","images/0860-HEJ6DIX.jpg"
"cable kneeling crunch","waist","abs","cable","videos/0175-WW95auq.gif","images/0175-WW95auq.jpg"
"cable kneeling rear delt row (with rope) (male)","shoulders","delts","cable","videos/3697-G61cXLk.gif","images/3697-G61cXLk.jpg"
"cable kneeling triceps extension","upper arms","triceps","cable","videos/0176-KWdF2JI.gif","images/0176-KWdF2JI.jpg"
"cable lat pulldown full range of motion","back","lats","cable","videos/2330-LEprlgG.gif","images/2330-LEprlgG.jpg"
"cable lateral pulldown (with rope attachment)","back","lats","cable","videos/0177-CuaWCmC.gif","images/0177-CuaWCmC.jpg"
"cable lateral pulldown with v-bar","back","lats","cable","videos/2616-4c9BhzB.gif","images/2616-4c9BhzB.jpg"
"cable lateral raise","shoulders","delts","cable","videos/0178-goJ6ezq.gif","images/0178-goJ6ezq.jpg"
"cable low fly","chest","pectorals","cable","videos/0179-FVmZVhk.gif","images/0179-FVmZVhk.jpg"
"cable low seated row","back","upper back","cable","videos/0180-hvV79Si.gif","images/0180-hvV79Si.jpg"
"cable lying bicep curl","upper arms","biceps","cable","videos/1634-otqIxU4.gif","images/1634-otqIxU4.jpg"
"cable lying close-grip curl","upper arms","biceps","cable","videos/0182-61GrD55.gif","images/0182-61GrD55.jpg"
"cable lying extension pullover (with rope attachment)","back","lats","cable","videos/0184-Q2Eu1Ax.gif","images/0184-Q2Eu1Ax.jpg"
"cable lying fly","chest","pectorals","cable","videos/0185-lJJ7Yq8.gif","images/0185-lJJ7Yq8.jpg"
"cable lying triceps extension v. 2","upper arms","triceps","cable","videos/0186-uxJcFUU.gif","images/0186-uxJcFUU.jpg"
"cable middle fly","chest","pectorals","cable","videos/0188-xLYSdtg.gif","images/0188-xLYSdtg.jpg"
"cable one arm bent over row","back","upper back","cable","videos/0189-EIsE3u8.gif","images/0189-EIsE3u8.jpg"
"cable one arm curl","upper arms","biceps","cable","videos/0190-YTur5nR.gif","images/0190-YTur5nR.jpg"
"cable one arm decline chest fly","chest","pectorals","cable","videos/1262-w4dLzSx.gif","images/1262-w4dLzSx.jpg"
"cable one arm fly on exercise ball","chest","pectorals","cable","videos/1263-hHy8tQG.gif","images/1263-hHy8tQG.jpg"
"cable one arm incline fly on exercise ball","chest","pectorals","cable","videos/1264-P14Dz9D.gif","images/1264-P14Dz9D.jpg"
"cable one arm incline press","chest","pectorals","cable","videos/1265-GKEH6jj.gif","images/1265-GKEH6jj.jpg"
"cable one arm incline press on exercise ball","chest","pectorals","cable","videos/1266-6t00BsF.gif","images/1266-6t00BsF.jpg"
"cable one arm lateral bent-over","chest","pectorals","cable","videos/0191-dB07vDu.gif","images/0191-dB07vDu.jpg"
"cable one arm lateral raise","shoulders","delts","cable","videos/0192-wEulIzp.gif","images/0192-wEulIzp.jpg"
"cable one arm preacher curl","upper arms","biceps","cable","videos/1633-eHBlPsa.gif","images/1633-eHBlPsa.jpg"
"cable one arm press on exercise ball","chest","pectorals","cable","videos/1267-MKIelrR.gif","images/1267-MKIelrR.jpg"
"cable one arm pulldown","back","lats","cable","videos/3563-U5INZY6.gif","images/3563-U5INZY6.jpg"
"cable one arm reverse preacher curl","upper arms","biceps","cable","videos/1635-ZXnjcOQ.gif","images/1635-ZXnjcOQ.jpg"
"cable one arm straight back high row (kneeling)","back","upper back","cable","videos/0193-WrYPP2g.gif","images/0193-WrYPP2g.jpg"
"cable one arm tricep pushdown","upper arms","triceps","cable","videos/1723-qRZ5S1N.gif","images/1723-qRZ5S1N.jpg"
"cable overhead curl","upper arms","biceps","cable","videos/1636-wDUqY2u.gif","images/1636-wDUqY2u.jpg"
"cable overhead curl on exercise ball","upper arms","biceps","cable","videos/1637-ioTf098.gif","images/1637-ioTf098.jpg"
"cable overhead triceps extension (rope attachment)","upper arms","triceps","cable","videos/0194-2IxROQ1.gif","images/0194-2IxROQ1.jpg"
"cable palm rotational row","back","upper back","cable","videos/1319-OmQ8w0p.gif","images/1319-OmQ8w0p.jpg"
"cable preacher curl","upper arms","biceps","cable","videos/0195-P2lNrGL.gif","images/0195-P2lNrGL.jpg"
"cable press on exercise ball","chest","pectorals","cable","videos/1268-vAwm6rK.gif","images/1268-vAwm6rK.jpg"
"cable pull through (with rope)","upper legs","glutes","cable","videos/0196-OM46QHm.gif","images/0196-OM46QHm.jpg"
"cable pulldown","back","lats","cable","videos/0198-RVwzP10.gif","images/0198-RVwzP10.jpg"
"cable pulldown (pro lat bar)","back","lats","cable","videos/0197-qdRxqCj.gif","images/0197-qdRxqCj.jpg"
"cable pulldown bicep curl","upper arms","biceps","cable","videos/1638-QTXKWPh.gif","images/1638-QTXKWPh.jpg"
"cable pushdown","upper arms","triceps","cable","videos/0201-3ZflifB.gif","images/0201-3ZflifB.jpg"
"cable pushdown (straight arm) v. 2","back","lats","cable","videos/0199-PskORrA.gif","images/0199-PskORrA.jpg"
"cable pushdown (with rope attachment)","upper arms","triceps","cable","videos/0200-dU605di.gif","images/0200-dU605di.jpg"
"cable rear delt row (stirrups)","shoulders","delts","cable","videos/0202-yUdIGNs.gif","images/0202-yUdIGNs.jpg"
"cable rear delt row (with rope)","shoulders","delts","cable","videos/0203-wqNPGCg.gif","images/0203-wqNPGCg.jpg"
"cable rear drive","upper arms","triceps","cable","videos/0204-c3QQLPi.gif","images/0204-c3QQLPi.jpg"
"cable rear pulldown","back","lats","cable","videos/0205-SpsOSXk.gif","images/0205-SpsOSXk.jpg"
"cable reverse crunch","waist","abs","cable","videos/0873-RqOtqD7.gif","images/0873-RqOtqD7.jpg"
"cable reverse curl","upper arms","biceps","cable","videos/0206-eOG0r6v.gif","images/0206-eOG0r6v.jpg"
"cable reverse grip triceps pushdown (sz-bar) (with arm blaster)","upper arms","triceps","cable","videos/2406-ThKP69G.gif","images/2406-ThKP69G.jpg"
"cable reverse one arm curl","upper arms","biceps","cable","videos/1413-gVlnLIJ.gif","images/1413-gVlnLIJ.jpg"
"cable reverse preacher curl","upper arms","biceps","cable","videos/0209-IwX5NqK.gif","images/0209-IwX5NqK.jpg"
"cable reverse wrist curl","lower arms","forearms","cable","videos/0210-eYmsEPR.gif","images/0210-eYmsEPR.jpg"
"cable reverse-grip pushdown","upper arms","triceps","cable","videos/0207-VjYliFZ.gif","images/0207-VjYliFZ.jpg"
"cable reverse-grip straight back seated high row","back","upper back","cable","videos/0208-PNtsX17.gif","images/0208-PNtsX17.jpg"
"cable rope crossover seated row","back","upper back","cable","videos/1320-UFGF6gk.gif","images/1320-UFGF6gk.jpg"
"cable rope elevated seated row","back","upper back","cable","videos/1321-c8oybX6.gif","images/1321-c8oybX6.jpg"
"cable rope extension incline bench row","back","upper back","cable","videos/1322-MgKwAAo.gif","images/1322-MgKwAAo.jpg"
"cable rope hammer preacher curl","upper arms","biceps","cable","videos/1639-PcPe0P5.gif","images/1639-PcPe0P5.jpg"
"cable rope high pulley overhead tricep extension","upper arms","triceps","cable","videos/1724-NN8nSNT.gif","images/1724-NN8nSNT.jpg"
"cable rope incline tricep extension","upper arms","triceps","cable","videos/1725-ZujAdR9.gif","images/1725-ZujAdR9.jpg"
"cable rope lying on floor tricep extension","upper arms","triceps","cable","videos/1726-U3ffHlY.gif","images/1726-U3ffHlY.jpg"
"cable rope one arm hammer preacher curl","upper arms","biceps","cable","videos/1640-4hATdoB.gif","images/1640-4hATdoB.jpg"
"cable rope seated row","back","upper back","cable","videos/1323-SJqRxOt.gif","images/1323-SJqRxOt.jpg"
"cable russian twists (on stability ball)","waist","abs","cable","videos/0211-d9Xaxq6.gif","images/0211-d9Xaxq6.jpg"
"cable seated chest press","chest","pectorals","cable","videos/2144-nIR4Rwl.gif","images/2144-nIR4Rwl.jpg"
"cable seated crunch","waist","abs","cable","videos/0212-8xUv4J7.gif","images/0212-8xUv4J7.jpg"
"cable seated curl","upper arms","biceps","cable","videos/1641-8oYqOt9.gif","images/1641-8oYqOt9.jpg"
"cable seated high row (v-bar)","back","lats","cable","videos/0213-pwt0pnM.gif","images/0213-pwt0pnM.jpg"
"cable seated one arm alternate row","back","upper back","cable","videos/0214-vpp9Ku2.gif","images/0214-vpp9Ku2.jpg"
"cable seated one arm concentration curl","upper arms","biceps","cable","videos/1642-rZ80Gbp.gif","images/1642-rZ80Gbp.jpg"
"cable seated overhead curl","upper arms","biceps","cable","videos/1643-DpWMFP5.gif","images/1643-DpWMFP5.jpg"
"cable seated rear lateral raise","shoulders","delts","cable","videos/0215-x825CZm.gif","images/0215-x825CZm.jpg"
"cable seated row","back","upper back","cable","videos/0861-fUBheHs.gif","images/0861-fUBheHs.jpg"
"cable seated shoulder internal rotation","shoulders","delts","cable","videos/0216-YPoVrBi.gif","images/0216-YPoVrBi.jpg"
"cable seated twist","waist","abs","cable","videos/2399-UEjSrKI.gif","images/2399-UEjSrKI.jpg"
"cable seated wide-grip row","back","upper back","cable","videos/0218-qcY50ZD.gif","images/0218-qcY50ZD.jpg"
"cable shoulder press","shoulders","delts","cable","videos/0219-PzQanLE.gif","images/0219-PzQanLE.jpg"
"cable shrug","back","traps","cable","videos/0220-Eg98Ft9.gif","images/0220-Eg98Ft9.jpg"
"cable side bend","waist","abs","cable","videos/0222-wPypxFY.gif","images/0222-wPypxFY.jpg"
"cable side bend crunch (bosu ball)","waist","abs","cable","videos/0221-qatbkEd.gif","images/0221-qatbkEd.jpg"
"cable side crunch","waist","abs","cable","videos/0223-q2ADGqV.gif","images/0223-q2ADGqV.jpg"
"cable squat row (with rope attachment)","back","lats","cable","videos/1717-f7fnAIB.gif","images/1717-f7fnAIB.jpg"
"cable squatting curl","upper arms","biceps","cable","videos/1644-3XFdb1Z.gif","images/1644-3XFdb1Z.jpg"
"cable standing back wrist curl","lower arms","forearms","cable","videos/0224-VhX2JdE.gif","images/0224-VhX2JdE.jpg"
"cable standing calf raise","lower legs","calves","cable","videos/1375-yl2IYyy.gif","images/1375-yl2IYyy.jpg"
"cable standing cross-over high reverse fly","shoulders","delts","cable","videos/0225-P5p0j8B.gif","images/0225-P5p0j8B.jpg"
"cable standing crunch","waist","abs","cable","videos/0226-jpgqxiS.gif","images/0226-jpgqxiS.jpg"
"cable standing crunch (with rope attachment)","waist","abs","cable","videos/0874-XU3ePuv.gif","images/0874-XU3ePuv.jpg"
"cable standing fly","chest","pectorals","cable","videos/0227-Pr9Rhf4.gif","images/0227-Pr9Rhf4.jpg"
"cable standing hip extension","upper legs","glutes","cable","videos/0228-Kpajagk.gif","images/0228-Kpajagk.jpg"
"cable standing inner curl","upper arms","biceps","cable","videos/0229-YwnI4ja.gif","images/0229-YwnI4ja.jpg"
"cable standing lift","waist","abs","cable","videos/0230-qFpAkpP.gif","images/0230-qFpAkpP.jpg"
"cable standing one arm triceps extension","upper arms","triceps","cable","videos/0231-sYCcnon.gif","images/0231-sYCcnon.jpg"
"cable standing one leg calf raise","lower legs","calves","cable","videos/1376-fgc9Xdl.gif","images/1376-fgc9Xdl.jpg"
"cable standing pulldown (with rope)","upper arms","biceps","cable","videos/0232-CvPn9WV.gif","images/0232-CvPn9WV.jpg"
"cable standing rear delt row (with rope)","shoulders","delts","cable","videos/0233-ZfyAGhK.gif","images/0233-ZfyAGhK.jpg"
"cable standing reverse grip one arm overhead tricep extension","upper arms","triceps","cable","videos/1727-i11JWU7.gif","images/1727-i11JWU7.jpg"
"cable standing row (v-bar)","back","upper back","cable","videos/0234-4f8RXP8.gif","images/0234-4f8RXP8.jpg"
"cable standing shoulder external rotation","shoulders","delts","cable","videos/0235-FWdVhcW.gif","images/0235-FWdVhcW.jpg"
"cable standing twist row (v-bar)","back","upper back","cable","videos/0236-JOZhu2h.gif","images/0236-JOZhu2h.jpg"
"cable standing up straight crossovers","chest","pectorals","cable","videos/1269-UKWTJWR.gif","images/1269-UKWTJWR.jpg"
"cable straight arm pulldown","back","lats","cable","videos/0238-x69MAlq.gif","images/0238-x69MAlq.jpg"
"cable straight arm pulldown (with rope)","back","lats","cable","videos/0237-DT14T9T.gif","images/0237-DT14T9T.jpg"
"cable straight back seated row","back","upper back","cable","videos/0239-Tq6gbK6.gif","images/0239-Tq6gbK6.jpg"
"cable supine reverse fly","shoulders","delts","cable","videos/0240-PQcUlDi.gif","images/0240-PQcUlDi.jpg"
"cable thibaudeau kayak row","back","lats","cable","videos/2464-ZgwWBoC.gif","images/2464-ZgwWBoC.jpg"
"cable triceps pushdown (v-bar)","upper arms","triceps","cable","videos/0241-gAwDzB3.gif","images/0241-gAwDzB3.jpg"
"cable triceps pushdown (v-bar) (with arm blaster)","upper arms","triceps","cable","videos/2405-OxJk1fg.gif","images/2405-OxJk1fg.jpg"
"cable tuck reverse crunch","waist","abs","cable","videos/0242-TXtXc84.gif","images/0242-TXtXc84.jpg"
"cable twist","waist","abs","cable","videos/0243-aVs3BR3.gif","images/0243-aVs3BR3.jpg"
"cable twist (up-down)","waist","abs","cable","videos/0862-fhZQPlV.gif","images/0862-fhZQPlV.jpg"
"cable twisting pull","back","lats","cable","videos/0244-zCgxPbV.gif","images/0244-zCgxPbV.jpg"
"cable two arm curl on incline bench","upper arms","biceps","cable","videos/1645-H9y3Dkr.gif","images/1645-H9y3Dkr.jpg"
"cable two arm tricep kickback","upper arms","triceps","cable","videos/1728-vvNjDJS.gif","images/1728-vvNjDJS.jpg"
"cable underhand pulldown","back","lats","cable","videos/0245-xBYcQHj.gif","images/0245-xBYcQHj.jpg"
"cable upper chest crossovers","chest","pectorals","cable","videos/1270-j7XMAyn.gif","images/1270-j7XMAyn.jpg"
"cable upper row","back","upper back","cable","videos/1324-PQStVXH.gif","images/1324-PQStVXH.jpg"
"cable upright row","shoulders","delts","cable","videos/0246-cALKspW.gif","images/0246-cALKspW.jpg"
"cable wide grip rear pulldown behind neck","back","lats","cable","videos/1325-CmEr4pM.gif","images/1325-CmEr4pM.jpg"
"cable wrist curl","lower arms","forearms","cable","videos/0247-LrV4s90.gif","images/0247-LrV4s90.jpg"
"calf push stretch with hands against wall","lower legs","calves","body weight","videos/1407-PzNxakt.gif","images/1407-PzNxakt.jpg"
"calf stretch with hands against wall","lower legs","calves","body weight","videos/1377-m0tCHqc.gif","images/1377-m0tCHqc.jpg"
"calf stretch with rope","lower legs","calves","rope","videos/1378-1LVFcEn.gif","images/1378-1LVFcEn.jpg"
"cambered bar lying row","back","upper back","barbell","videos/0248-R5swFnc.gif","images/0248-R5swFnc.jpg"
"captains chair straight leg raise","waist","abs","body weight","videos/2963-weoDEpH.gif","images/2963-weoDEpH.jpg"
"chair leg extended stretch","upper legs","quads","body weight","videos/1548-xGgAGPm.gif","images/1548-xGgAGPm.jpg"
"chest and front of shoulder stretch","chest","pectorals","body weight","videos/1271-Uto7l43.gif","images/1271-Uto7l43.jpg"
"chest dip","chest","pectorals","body weight","videos/0251-9WTm7dq.gif","images/0251-9WTm7dq.jpg"
"chest dip (on dip-pull-up cage)","chest","pectorals","body weight","videos/1430-XgWyAiA.gif","images/1430-XgWyAiA.jpg"
"chest dip on straight bar","chest","pectorals","body weight","videos/2462-LQFOrMn.gif","images/2462-LQFOrMn.jpg"
"chest stretch with exercise ball","chest","pectorals","stability ball","videos/1272-ykA5tU7.gif","images/1272-ykA5tU7.jpg"
"chest tap push-up (male)","chest","pectorals","body weight","videos/3216-7E06s6d.gif","images/3216-7E06s6d.jpg"
"chin-up","back","lats","body weight","videos/1326-T2mxWqc.gif","images/1326-T2mxWqc.jpg"
"chin-ups (narrow parallel grip)","back","upper back","body weight","videos/0253-G70mEAJ.gif","images/0253-G70mEAJ.jpg"
"circles knee stretch","lower legs","calves","body weight","videos/0257-X7jbxra.gif","images/0257-X7jbxra.jpg"
"clap push up","chest","pectorals","body weight","videos/1273-wigSg76.gif","images/1273-wigSg76.jpg"
"clock push-up","chest","pectorals","body weight","videos/0258-CMAxnsG.gif","images/0258-CMAxnsG.jpg"
"close grip chin-up","back","lats","body weight","videos/1327-VnfUNW7.gif","images/1327-VnfUNW7.jpg"
"close-grip push-up","upper arms","triceps","body weight","videos/0259-x6KpKpq.gif","images/0259-x6KpKpq.jpg"
"close-grip push-up (on knees)","upper arms","triceps","body weight","videos/2398-v3vLFW0.gif","images/2398-v3vLFW0.jpg"
"cocoons","waist","abs","body weight","videos/0260-SLKj2pX.gif","images/0260-SLKj2pX.jpg"
"crab twist toe touch","waist","abs","body weight","videos/1468-xgsGFVM.gif","images/1468-xgsGFVM.jpg"
"cross body crunch","waist","abs","body weight","videos/0262-rbu5UUb.gif","images/0262-rbu5UUb.jpg"
"crunch (hands overhead)","waist","abs","body weight","videos/0267-kjJ3VoQ.gif","images/0267-kjJ3VoQ.jpg"
"crunch (on stability ball)","waist","abs","stability ball","videos/0271-MCUhf1F.gif","images/0271-MCUhf1F.jpg"
"crunch (on stability ball, arms straight)","waist","abs","stability ball","videos/0272-Sn8wxAI.gif","images/0272-Sn8wxAI.jpg"
"crunch floor","waist","abs","body weight","videos/0274-TFqbd8t.gif","images/0274-TFqbd8t.jpg"
"curl-up","waist","abs","body weight","videos/3016-g2oKspu.gif","images/3016-g2oKspu.jpg"
"curtsey squat","upper legs","glutes","body weight","videos/3769-gUjqdei.gif","images/3769-gUjqdei.jpg"
"cycle cross trainer","cardio","cardiovascular system","leverage machine","videos/2331-XSCHmiI.gif","images/2331-XSCHmiI.jpg"
"dead bug","waist","abs","body weight","videos/0276-iny3m5y.gif","images/0276-iny3m5y.jpg"
"decline crunch","waist","abs","body weight","videos/0277-9Ap7miY.gif","images/0277-9Ap7miY.jpg"
"decline push-up","chest","pectorals","body weight","videos/0279-i5cEhka.gif","images/0279-i5cEhka.jpg"
"decline sit-up","waist","abs","body weight","videos/0282-QLL2gdc.gif","images/0282-QLL2gdc.jpg"
"deep push up","chest","pectorals","dumbbell","videos/1274-vptOQ4N.gif","images/1274-vptOQ4N.jpg"
"diamond push-up","upper arms","triceps","body weight","videos/0283-soIB2rj.gif","images/0283-soIB2rj.jpg"
"donkey calf raise","lower legs","calves","body weight","videos/0284-u5ESqzH.gif","images/0284-u5ESqzH.jpg"
"drop push up","chest","pectorals","body weight","videos/1275-Q497lAE.gif","images/1275-Q497lAE.jpg"
"dumbbell alternate biceps curl","upper arms","biceps","dumbbell","videos/0285-BU15nH4.gif","images/0285-BU15nH4.jpg"
"dumbbell alternate biceps curl (with arm blaster)","upper arms","biceps","dumbbell","videos/2403-CfKsRbG.gif","images/2403-CfKsRbG.jpg"
"dumbbell alternate hammer preacher curl","upper arms","biceps","dumbbell","videos/1646-fy7Tgy4.gif","images/1646-fy7Tgy4.jpg"
"dumbbell alternate preacher curl","upper arms","biceps","dumbbell","videos/1647-NlfIbzq.gif","images/1647-NlfIbzq.jpg"
"dumbbell alternate seated hammer curl","upper arms","biceps","dumbbell","videos/1648-6em2Dxj.gif","images/1648-6em2Dxj.jpg"
"dumbbell alternate side press","shoulders","delts","dumbbell","videos/0286-izMnLqz.gif","images/0286-izMnLqz.jpg"
"dumbbell alternating bicep curl with leg raised on exercise ball","upper arms","biceps","dumbbell","videos/1649-Zwiw7XR.gif","images/1649-Zwiw7XR.jpg"
"dumbbell alternating seated bicep curl on exercise ball","upper arms","biceps","dumbbell","videos/1650-J74XlNf.gif","images/1650-J74XlNf.jpg"
"dumbbell arnold press","shoulders","delts","dumbbell","videos/2137-Xy4jlWA.gif","images/2137-Xy4jlWA.jpg"
"dumbbell arnold press v. 2","shoulders","delts","dumbbell","videos/0287-eOrFCnx.gif","images/0287-eOrFCnx.jpg"
"dumbbell around pullover","chest","pectorals","dumbbell","videos/0288-vi8EhoE.gif","images/0288-vi8EhoE.jpg"
"dumbbell bench press","chest","pectorals","dumbbell","videos/0289-SpYC0Kp.gif","images/0289-SpYC0Kp.jpg"
"dumbbell bench seated press","shoulders","delts","dumbbell","videos/0290-3d7wHyd.gif","images/0290-3d7wHyd.jpg"
"dumbbell bench squat","upper legs","glutes","dumbbell","videos/0291-mnzcrIB.gif","images/0291-mnzcrIB.jpg"
"dumbbell bent over row","back","upper back","dumbbell","videos/0293-BJ0Hz5L.gif","images/0293-BJ0Hz5L.jpg"
"dumbbell bicep curl lunge with bowling motion","upper arms","biceps","dumbbell","videos/1651-1VpF8db.gif","images/1651-1VpF8db.jpg"
"dumbbell bicep curl on exercise ball with leg raised","upper arms","biceps","dumbbell","videos/1652-2NImIAG.gif","images/1652-2NImIAG.jpg"
"dumbbell bicep curl with stork stance","upper arms","biceps","dumbbell","videos/1653-uSkDMYl.gif","images/1653-uSkDMYl.jpg"
"dumbbell biceps curl","upper arms","biceps","dumbbell","videos/0294-NbVPDMW.gif","images/0294-NbVPDMW.jpg"
"dumbbell biceps curl (with arm blaster)","upper arms","biceps","dumbbell","videos/2401-nlJsbkW.gif","images/2401-nlJsbkW.jpg"
"dumbbell biceps curl reverse","upper arms","biceps","dumbbell","videos/1654-nFc4FyV.gif","images/1654-nFc4FyV.jpg"
"dumbbell biceps curl squat","upper arms","biceps","dumbbell","videos/1655-niXESDw.gif","images/1655-niXESDw.jpg"
