name,body_part,target,equipment,gif_url,image
"smith close-grip bench press","upper arms","triceps","smith machine","videos/0751-WcHl7ru.gif","images/0751-WcHl7ru.jpg"
"smith deadlift","upper legs","glutes","smith machine","videos/0752-UfePqpx.gif","images/0752-UfePqpx.jpg"
"smith decline bench press","chest","pectorals","smith machine","videos/0753-ETZfAbZ.gif","images/0753-ETZfAbZ.jpg"
"smith decline reverse-grip press","chest","pectorals","smith machine","videos/0754-MY9P1WA.gif","images/0754-MY9P1WA.jpg"
"smith front squat (clean grip)","upper legs","glutes","smith machine","videos/1433-lFhb2Rw.gif","images/1433-lFhb2Rw.jpg"
"smith full squat","upper legs","glutes","smith machine","videos/3281-NNoHCEA.gif","images/3281-NNoHCEA.jpg"
"smith hack squat","upper legs","glutes","smith machine","videos/0755-ZuPXtCK.gif","images/0755-ZuPXtCK.jpg"
"smith hip raise","waist","abs","smith machine","videos/0756-CqhoytW.gif","images/0756-CqhoytW.jpg"
"smith incline bench press","chest","pectorals","smith machine","videos/0757-5v7KYld.gif","images/0757-5v7KYld.jpg"
"smith incline reverse-grip press","chest","pectorals","smith machine","videos/0758-78VqWQK.gif","images/0758-78VqWQK.jpg"
"smith incline shoulder raises","chest","serratus anterior","smith machine","videos/0759-ayAHcEm.gif","images/0759-ayAHcEm.jpg"
"smith leg press","upper legs","glutes","smith machine","videos/0760-7zdxRTl.gif","images/0760-7zdxRTl.jpg"
"smith low bar squat","upper legs","glutes","smith machine","videos/1434-RGLscZM.gif","images/1434-RGLscZM.jpg"
"smith machine bicep curl","upper arms","biceps","smith machine","videos/1683-zILLZ98.gif","images/1683-zILLZ98.jpg"
"smith machine decline close grip bench press","upper arms","triceps","smith machine","videos/1625-yB9SvIF.gif","images/1625-yB9SvIF.jpg"
"smith machine incline tricep extension","upper arms","triceps","smith machine","videos/1752-o8aOcrz.gif","images/1752-o8aOcrz.jpg"
"smith machine reverse decline close grip bench press","chest","pectorals","smith machine","videos/1626-QyO6Uma.gif","images/1626-QyO6Uma.jpg"
"smith narrow row","back","upper back","smith machine","videos/0761-JGKowMS.gif","images/0761-JGKowMS.jpg"
"smith one arm row","back","upper back","smith machine","videos/1360-Q4DSJPC.gif","images/1360-Q4DSJPC.jpg"
"smith one leg floor calf raise","lower legs","calves","smith machine","videos/1393-9GXrTE6.gif","images/1393-9GXrTE6.jpg"
"smith rear delt row","shoulders","delts","smith machine","videos/0762-nFUwqG6.gif","images/0762-nFUwqG6.jpg"
"smith reverse calf raises","lower legs","calves","smith machine","videos/0763-ywaNfuh.gif","images/0763-ywaNfuh.jpg"
"smith reverse calf raises","lower legs","calves","smith machine","videos/1394-Lsqrgh4.gif","images/1394-Lsqrgh4.jpg"
"smith reverse grip bent over row","back","upper back","smith machine","videos/1361-aaxA3cm.gif","images/1361-aaxA3cm.jpg"
"smith reverse-grip press","chest","pectorals","smith machine","videos/0764-zK8Fu1W.gif","images/0764-zK8Fu1W.jpg"
"smith seated one leg calf raise","lower legs","calves","smith machine","videos/1395-0S75mYG.gif","images/1395-0S75mYG.jpg"
"smith seated shoulder press","shoulders","delts","smith machine","videos/0765-xUwnBMT.gif","images/0765-xUwnBMT.jpg"
"smith seated wrist curl","lower arms","forearms","smith machine","videos/1426-B6dAO1t.gif","images/1426-B6dAO1t.jpg"
"smith shoulder press","shoulders","delts","smith machine","videos/0766-903mzG8.gif","images/0766-903mzG8.jpg"
"smith shrug","back","traps","smith machine","videos/0767-OUQ0ZyW.gif","images/0767-OUQ0ZyW.jpg"
"smith single leg split squat","upper legs","quads","smith machine","videos/0768-wWFspEi.gif","images/0768-wWFspEi.jpg"
"smith sprint lunge","upper legs","glutes","smith machine","videos/0769-HsjbB1z.gif","images/0769-HsjbB1z.jpg"
"smith squat","upper legs","glutes","smith machine","videos/0770-jFtipLl.gif","images/0770-jFtipLl.jpg"
"smith standing back wrist curl","lower arms","forearms","smith machine","videos/0771-hfmQ0Tz.gif","images/0771-hfmQ0Tz.jpg"
"smith standing behind head military press","shoulders","delts","smith machine","videos/0772-ht8xDrP.gif","images/0772-ht8xDrP.jpg"
"smith standing leg calf raise","lower legs","calves","smith machine","videos/0773-6MaEjVA.gif","images/0773-6MaEjVA.jpg"
"smith standing military press","shoulders","delts","smith machine","videos/0774-jjUPrze.gif","images/0774-jjUPrze.jpg"
"smith sumo squat","upper legs","glutes","smith machine","videos/3142-dzz6BiV.gif","images/3142-dzz6BiV.jpg"
"smith toe raise","lower legs","calves","smith machine","videos/1396-Y4QlY8z.gif","images/1396-Y4QlY8z.jpg"
"smith upright row","shoulders","delts","smith machine","videos/0775-1DN3iz4.gif","images/0775-1DN3iz4.jpg"
"smith wide grip bench press","chest","pectorals","smith machine","videos/1308-zoOvPcx.gif","images/1308-zoOvPcx.jpg"
"smith wide grip decline bench press","chest","pectorals","smith machine","videos/1309-wi2H9QX.gif","images/1309-wi2H9QX.jpg"
"snatch pull","upper legs","quads","barbell","videos/0776-dG5Smob.gif","images/0776-dG5Smob.jpg"
"spell caster","waist","abs","dumbbell","videos/0777-p9cCe2r.gif","images/0777-p9cCe2r.jpg"
"sphinx","back","spine","body weight","videos/1362-DIVyqrU.gif","images/1362-DIVyqrU.jpg"
"spider crawl push up","upper legs","glutes","body weight","videos/0778-P9GFBME.gif","images/0778-P9GFBME.jpg"
"spine stretch","back","spine","body weight","videos/1363-JbC2iaV.gif","images/1363-JbC2iaV.jpg"
"spine twist","waist","abs","body weight","videos/2329-2jl9K55.gif","images/2329-2jl9K55.jpg"
"split squats","upper legs","quads","body weight","videos/2368-9E25EOx.gif","images/2368-9E25EOx.jpg"
"squat jerk","upper legs","quads","barbell","videos/0786-IMRsOCn.gif","images/0786-IMRsOCn.jpg"
"squat on bosu ball","upper legs","quads","bosu ball","videos/1705-T2fA5Ir.gif","images/1705-T2fA5Ir.jpg"
"squat to overhead reach","upper legs","quads","body weight","videos/1685-QChZi3x.gif","images/1685-QChZi3x.jpg"
"squat to overhead reach with twist","upper legs","quads","body weight","videos/1686-5BZHW9s.gif","images/1686-5BZHW9s.jpg"
"stability ball crunch (full range hands behind head)","waist","abs","stability ball","videos/2297-Gn5FwYT.gif","images/2297-Gn5FwYT.jpg"
"stalder press","upper arms","triceps","body weight","videos/3291-zd4P4B2.gif","images/3291-zd4P4B2.jpg"
"standing archer","back","upper back","body weight","videos/3669-JF8AkMX.gif","images/3669-JF8AkMX.jpg"
"standing behind neck press","shoulders","delts","barbell","videos/0788-xDh0lJr.gif","images/0788-xDh0lJr.jpg"
"standing calf raise (on a staircase)","lower legs","calves","body weight","videos/1490-6HmFgmx.gif","images/1490-6HmFgmx.jpg"
"standing calves","lower legs","calves","body weight","videos/1397-XIHEoCG.gif","images/1397-XIHEoCG.jpg"
"standing calves calf stretch","lower legs","calves","body weight","videos/1398-qOKcgVP.gif","images/1398-qOKcgVP.jpg"
"standing hamstring and calf stretch with strap","upper legs","hamstrings","rope","videos/1599-xTjr103.gif","images/1599-xTjr103.jpg"
"standing lateral stretch","back","lats","body weight","videos/0794-1jXLYEw.gif","images/0794-1jXLYEw.jpg"
"standing pelvic tilt","back","spine","body weight","videos/1364-cuKYxhu.gif","images/1364-cuKYxhu.jpg"
"standing single leg curl","upper legs","hamstrings","body weight","videos/0795-C5jncD2.gif","images/0795-C5jncD2.jpg"
"standing wheel rollerout","waist","abs","wheel roller","videos/0796-KtRomty.gif","images/0796-KtRomty.jpg"
"star jump (male)","cardio","cardiovascular system","body weight","videos/3223-HtfCpfi.gif","images/3223-HtfCpfi.jpg"
"stationary bike run v. 3","cardio","cardiovascular system","stationary bike","videos/2138-H1PESYI.gif","images/2138-H1PESYI.jpg"
"stationary bike walk","cardio","cardiovascular system","leverage machine","videos/0798-a8VDgLw.gif","images/0798-a8VDgLw.jpg"
"straddle maltese","waist","abs","body weight","videos/3314-HfqciZF.gif","images/3314-HfqciZF.jpg"
"straddle planche","waist","abs","body weight","videos/3298-BL3GHeY.gif","images/3298-BL3GHeY.jpg"
"straight leg outer hip abductor","upper legs","abductors","body weight","videos/1427-mQ1tBXn.gif","images/1427-mQ1tBXn.jpg"
"superman push-up","chest","pectorals","body weight","videos/0803-4GqRrAk.gif","images/0803-4GqRrAk.jpg"
"suspended abdominal fallout","waist","abs","body weight","videos/0805-X3TCNEU.gif","images/0805-X3TCNEU.jpg"
"suspended push-up","chest","pectorals","body weight","videos/0806-IaGQCrC.gif","images/0806-IaGQCrC.jpg"
"suspended reverse crunch","waist","abs","body weight","videos/0807-R1WYG5D.gif","images/0807-R1WYG5D.jpg"
"suspended row","back","upper back","body weight","videos/0808-4OaumBr.gif","images/0808-4OaumBr.jpg"
"suspended split squat","upper legs","quads","body weight","videos/0809-QpXqiq8.gif","images/0809-QpXqiq8.jpg"
"swimmer kicks v. 2 (male)","upper legs","glutes","body weight","videos/3433-SP3hUez.gif","images/3433-SP3hUez.jpg"
"swing 360","cardio","cardiovascular system","body weight","videos/3318-tnaj0mT.gif","images/3318-tnaj0mT.jpg"
"three bench dip","upper arms","triceps","body weight","videos/1753-DQ0cqkT.gif","images/1753-DQ0cqkT.jpg"
"tire flip","upper legs","glutes","tire","videos/2459-oZjMu1t.gif","images/2459-oZjMu1t.jpg"
"trap bar deadlift","upper legs","glutes","trap bar","videos/0811-jQGwmxN.gif","images/0811-jQGwmxN.jpg"
"triceps dip","upper arms","triceps","body weight","videos/0814-X6C6i5Y.gif","images/0814-X6C6i5Y.jpg"
"triceps dip (bench leg)","upper arms","triceps","body weight","videos/0812-VuoerH0.gif","images/0812-VuoerH0.jpg"
"triceps dip (between benches)","upper arms","triceps","body weight","videos/0813-Wgbn9qo.gif","images/0813-Wgbn9qo.jpg"
"triceps dips floor","upper arms","triceps","body weight","videos/0815-7aVz15j.gif","images/0815-7aVz15j.jpg"
"triceps press","upper arms","triceps","body weight","videos/0816-fSrPP6B.gif","images/0816-fSrPP6B.jpg"
"triceps stretch","upper arms","triceps","body weight","videos/0817-uOV3Itw.gif","images/0817-uOV3Itw.jpg"
"tuck crunch","waist","abs","body weight","videos/0871-BMMolZ3.gif","images/0871-BMMolZ3.jpg"
"twin handle parallel grip lat pulldown","back","lats","cable","videos/0818-rkg41Fb.gif","images/0818-rkg41Fb.jpg"
"twist hip lift","upper legs","glutes","body weight","videos/1466-AX1kB0o.gif","images/1466-AX1kB0o.jpg"
"twisted leg raise","waist","abs","body weight","videos/2802-C0eCeEt.gif","images/2802-C0eCeEt.jpg"
"twisted leg raise (female)","waist","abs","body weight","videos/2801-yT9tk17.gif","images/2801-yT9tk17.jpg"
"two toe touch (male)","back","spine","body weight","videos/3231-p195zsJ.gif","images/3231-p195zsJ.jpg"
"upper back stretch","back","upper back","body weight","videos/1365-GSDioYu.gif","images/1365-GSDioYu.jpg"
"upward facing dog","back","spine","body weight","videos/1366-01qpYSe.gif","images/1366-01qpYSe.jpg"
"v-sit on floor","waist","abs","body weight","videos/3420-ZuXu4Eq.gif","images/3420-ZuXu4Eq.jpg"
"vertical leg raise (on parallel bars)","waist","abs","body weight","videos/0826-ZNgOYQU.gif","images/0826-ZNgOYQU.jpg"
"walk elliptical cross trainer","cardio","cardiovascular system","elliptical machine","videos/2141-rjtuP6X.gif","images/2141-rjtuP6X.jpg"
"walking high knees lunge","cardio","cardiovascular system","body weight","videos/3655-J9zIWig.gif","images/3655-J9zIWig.jpg"
"walking lunge","upper legs","glutes","body weight","videos/1460-IZVHb27.gif","images/1460-IZVHb27.jpg"
"walking on incline treadmill","cardio","cardiovascular system","leverage machine","videos/3666-rjiM4L3.gif","images/3666-rjiM4L3.jpg"
"walking on stepmill","cardio","cardiovascular system","stepmill machine","videos/2311-j9Q5crt.gif","images/2311-j9Q5crt.jpg"
"weighted bench dip","upper arms","triceps","weighted","videos/0830-MU9HnE7.gif","images/0830-MU9HnE7.jpg"
"weighted close grip chin-up on dip cage","back","lats","weighted","videos/2987-Gk1r408.gif","images/2987-Gk1r408.jpg"
"weighted cossack squats (male)","upper legs","glutes","weighted","videos/3643-GWoKnIm.gif","images/3643-GWoKnIm.jpg"
"weighted crunch","waist","abs","weighted","videos/0832-s8nrDXF.gif","images/0832-s8nrDXF.jpg"
"weighted decline sit-up","waist","abs","weighted","videos/3670-EZeDVzO.gif","images/3670-EZeDVzO.jpg"
"weighted donkey calf raise","lower legs","calves","weighted","videos/0833-LmaFNZS.gif","images/0833-LmaFNZS.jpg"
"weighted drop push up","chest","pectorals","weighted","videos/1310-PSlvNMs.gif","images/1310-PSlvNMs.jpg"
"weighted front plank","waist","abs","weighted","videos/2135-VBAWRPG.gif","images/2135-VBAWRPG.jpg"
"weighted front raise","shoulders","delts","weighted","videos/0834-e4aFmFY.gif","images/0834-e4aFmFY.jpg"
"weighted hanging leg-hip raise","waist","abs","weighted","videos/0866-QOA0FD0.gif","images/0866-QOA0FD0.jpg"
"weighted hyperextension (on stability ball)","back","spine","weighted","videos/0835-8urJS9b.gif","images/0835-8urJS9b.jpg"
"weighted kneeling step with swing","shoulders","delts","weighted","videos/3641-7uFJuXp.gif","images/3641-7uFJuXp.jpg"
"weighted lunge with swing","upper legs","glutes","weighted","videos/3644-5WiFcYk.gif","images/3644-5WiFcYk.jpg"
"weighted muscle up","back","lats","weighted","videos/3286-JsOV1SU.gif","images/3286-JsOV1SU.jpg"
"weighted muscle up (on bar)","back","lats","weighted","videos/3312-MCkqdKE.gif","images/3312-MCkqdKE.jpg"
"weighted one hand pull up","back","lats","weighted","videos/3290-fXfqg1E.gif","images/3290-fXfqg1E.jpg"
"weighted overhead crunch (on stability ball)","waist","abs","weighted","videos/0840-xmM75XG.gif","images/0840-xmM75XG.jpg"
"weighted pull-up","back","lats","weighted","videos/0841-HMzLjXx.gif","images/0841-HMzLjXx.jpg"
"weighted round arm","shoulders","delts","weighted","videos/0844-VLYXo8S.gif","images/0844-VLYXo8S.jpg"
"weighted russian twist","waist","abs","weighted","videos/0846-fZFZ704.gif","images/0846-fZFZ704.jpg"
"weighted russian twist (legs up)","waist","abs","weighted","videos/0845-WU9BLIs.gif","images/0845-WU9BLIs.jpg"
"weighted russian twist v. 2","waist","abs","weighted","videos/2371-YIUAtYf.gif","images/2371-YIUAtYf.jpg"
"weighted seated bicep curl (on stability ball)","upper arms","biceps","medicine ball","videos/0847-b4b6afT.gif","images/0847-b4b6afT.jpg"
"weighted seated twist (on stability ball)","waist","abs","weighted","videos/0849-s34Y4LR.gif","images/0849-s34Y4LR.jpg"
"weighted side bend (on stability ball)","waist","abs","weighted","videos/0850-6bOA1Oi.gif","images/0850-6bOA1Oi.jpg"
"weighted sissy squat","upper legs","quads","weighted","videos/0851-0lQnxMZ.gif","images/0851-0lQnxMZ.jpg"
"weighted squat","upper legs","glutes","weighted","videos/0852-JZuApnB.gif","images/0852-JZuApnB.jpg"
"weighted standing curl","upper arms","biceps","weighted","videos/0853-M5Y7GPg.gif","images/0853-M5Y7GPg.jpg"
"weighted standing hand squeeze","lower arms","forearms","weighted","videos/0854-bjqbauy.gif","images/0854-bjqbauy.jpg"
"weighted straight bar dip","chest","pectorals","weighted","videos/3313-Ff18ItA.gif","images/3313-Ff18ItA.jpg"
"weighted stretch lunge","upper legs","glutes","weighted","videos/3642-13VW2VO.gif","images/3642-13VW2VO.jpg"
"weighted svend press","chest","pectorals","weighted","videos/0856-I1OBLnn.gif","images/0856-I1OBLnn.jpg"
"weighted three bench dips","upper arms","triceps","weighted","videos/1754-gtO1ErP.gif","images/1754-gtO1ErP.jpg"
"weighted tricep dips","upper arms","triceps","weighted","videos/1755-bZq4bwK.gif","images/1755-bZq4bwK.jpg"
"weighted triceps dip on high parallel bars","upper arms","triceps","weighted","videos/1767-K1vlode.gif","images/1767-K1vlode.jpg"
"wheel rollerout","waist","abs","wheel roller","videos/0857-NAgVB3t.gif","images/0857-NAgVB3t.jpg"
"wheel run","cardio","cardiovascular system","body weight","videos/3637-km2Ljzj.gif","images/3637-km2Ljzj.jpg"
"wide grip pull-up","back","lats","body weight","videos/1429-Qqi7bko.gif","images/1429-Qqi7bko.jpg"
"wide grip rear pull-up","back","lats","body weight","videos/1367-OYFhXVD.gif","images/1367-OYFhXVD.jpg"
"wide hand push up","chest","pectorals","body weight","videos/1311-JmMVpR3.gif","images/1311-JmMVpR3.jpg"
"wide-grip chest dip on high parallel bars","chest","pectorals","body weight","videos/2363-O2K9Vb5.gif","images/2363-O2K9Vb5.jpg"
"wind sprints","waist","abs","body weight","videos/0858-Qoujh3Q.gif","images/0858-Qoujh3Q.jpg"
"world greatest stretch","upper legs","hamstrings","body weight","videos/1604-DFGXwZr.gif","images/1604-DFGXwZr.jpg"
"wrist circles","lower arms","forearms","body weight","videos/1428-2zNKRUB.gif","images/1428-2zNKRUB.jpg"
"wrist rollerer","lower arms","forearms","weighted","videos/0859-bd5b860.gif","images/0859-bd5b860.jpg"
